CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,UTILIZATION_RATIO,PAYMENT_TO_BALANCE,SPEND_VELOCITY,INSTALLMENT_FREQUENCY,CASH_ADVANCE_RATIO,PURCHASE_TYPE_RATIO,CLUSTER_ID,SEGMENT_NAME,PC1,PC2
C10044,4104.710798,1.0,203.82,203.82,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,4500.0,868.275275,1801.264841,0.0,12.0,0.9121579551111112,0.211479891721297,0.0452933333333333,0.0,0.0,0.9951176642905968,2,Revolvers,0.5540467002848402,-0.5830614820204033
C10045,1360.742377,1.0,0.0,0.0,0.0,1481.587093,0.0,0.0,0.0,0.083333,1.0,0.0,1500.0,378.294227,321.354137,0.0,12.0,0.9071615846666669,0.2778016116627029,0.0,0.0,0.9993255033685904,0.0,2,Revolvers,0.7571270488901203,-1.9678553554733238
C10046,5315.945594,1.0,1525.44,469.8,1055.64,0.0,1.0,0.333333,1.0,0.0,0.0,20.0,8500.0,1430.341501,1318.71492,0.0,12.0,0.625405364,0.2690156360851414,0.1794635294117647,0.6915699274128037,0.0,0.3077749534865438,1,Dormant/Low Engagement,0.9243521359382967,0.6419589736451439
C10047,2242.311686,1.0,437.0,97.0,340.0,184.648692,0.333333,0.083333,0.333333,0.166667,2.0,5.0,2400.0,0.0,312.343947,0.0,12.0,0.9342965358333334,0.0,0.1820833333333333,0.776255707762557,0.296553569247681,0.2214611872146118,2,Revolvers,-0.04455895682040464,-0.7992253392889755
C10048,474.447149,0.5,109.74,0.0,109.74,1013.659552,0.375,0.0,0.25,0.125,1.0,3.0,1700.0,176.013005,147.199792,0.0,8.0,0.2790865582352941,0.3702051960353641,0.0645529411764705,0.9909698392631388,0.9015118782260064,0.0,2,Revolvers,-0.39217571405749624,-1.2977561472908852
C10049,3910.111237,1.0,0.0,0.0,0.0,1980.873201,0.0,0.0,0.0,0.5,7.0,0.0,4200.0,0.0,312.343947,0.0,12.0,0.930978865952381,0.0,0.0,0.0,0.9994954268519826,0.0,2,Revolvers,1.7152682085637516,-1.797102885715252
C10050,229.867179,1.0,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0,0.0,0.0,87.0,3300.0,2543.953559,175.657825,0.916667,12.0,0.0696567209090909,11.019121773909664,0.7244242424242424,0.4129745776885767,0.0,0.5866072921893294,3,Transactors,-1.3381682472814778,1.7278935459512457
C10051,863.809833,1.0,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0,0.083333,2.0,3.0,4000.0,587.866451,286.448719,0.083333,12.0,0.21595245825,0.6797638377453554,0.126875,0.0,0.5775164504189396,0.9980334316617504,2,Revolvers,-0.3106643500879698,-0.63280581557414
C10052,4931.331857,1.0,901.42,646.07,255.35,8530.648614,0.625,0.375,0.25,0.875,37.0,9.0,12000.0,8113.297346,1012.415961,0.0,8.0,0.4109443214166667,1.644921222096107,0.0751183333333333,0.2829613705370005,0.9043344178944398,0.7159304979942821,0,Cash Advance Users,4.5281788081160075,0.5261623241995002
C10053,1078.888565,1.0,3107.85,2221.74,886.11,0.0,0.666667,0.583333,0.5,0.0,0.0,18.0,2500.0,1399.82834,1322.446601,0.0,12.0,0.4315554259999999,1.2962711018242887,1.0,0.2850282258713029,0.0,0.7146501117776669,3,Transactors,-1.0881065653468238,1.952079531185055
C10054,1565.681099,1.0,0.0,0.0,0.0,321.359135,0.0,0.0,0.0,0.25,3.0,0.0,3500.0,691.825279,581.481917,0.0,12.0,0.4473374568571428,0.441586535665482,0.0,0.0,0.996897869824598,0.0,2,Revolvers,0.34879597918425964,-1.4690841050198689
C10055,464.674156,0.888889,1979.22,1979.22,0.0,1981.265503,0.666667,0.666667,0.0,0.111111,1.0,11.0,3000.0,3110.052742,132.446091,0.2,9.0,0.1548913853333333,6.678602842628012,0.65974,0.0,0.5001319584533641,0.9994950056054378,3,Transactors,-0.21454778081089507,0.9825529475547298
C10056,6.660517,0.636364,310.0,0.0,310.0,0.0,0.666667,0.0,0.666667,0.0,0.0,8.0,1000.0,417.016763,312.343947,0.0,12.0,0.0066605169999999,54.43715652611959,0.31,0.9967845659163987,0.0,0.0,1,Dormant/Low Engagement,-1.910336541177593,0.10671960390298144
C10057,1311.995984,1.0,1283.9,1283.9,0.0,0.0,0.25,0.25,0.0,0.0,0.0,6.0,6000.0,0.0,312.343947,0.0,12.0,0.2186659973333333,0.0,0.2139833333333333,0.0,0.0,0.9992217293174566,1,Dormant/Low Engagement,-0.7431954407544967,0.31594191007567946
C10058,3625.218146,1.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0,0.416667,5.0,4.0,4000.0,0.0,312.343947,0.0,12.0,0.9063045365,0.0,0.0783175,0.0,0.6802100230213474,0.9968180227193176,2,Revolvers,1.0120345727610776,-1.272392769234764
C10059,2386.330629,1.0,5217.62,4789.09,428.53,0.0,0.916667,0.916667,0.5,0.0,0.0,42.0,7500.0,5678.729613,1311.514878,0.083333,12.0,0.3181774172,2.378694238668858,0.6956826666666667,0.0821155784479421,0.0,0.9176928000122638,3,Transactors,0.3735857217754617,3.0731649180172598
C10060,3971.138765,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3.0,0.0,4000.0,764.938728,1600.212243,0.0,11.0,0.99278469125,0.1925760335313965,0.0,0.0,0.9955668947884978,0.0,2,Revolvers,1.458662410030755,-1.6776191682019232
C10061,5493.90406,1.0,229.0,0.0,229.0,970.591332,0.416667,0.0,0.333333,0.333333,4.0,6.0,6000.0,2110.557023,1895.02617,0.0,12.0,0.9156506766666668,0.3840935164571372,0.0381666666666666,0.9956521739130436,0.8084277356751731,0.0,2,Revolvers,1.9552991444027281,-0.8893726344452367
C10062,1879.114033,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,6500.0,3509.686561,548.105836,0.0,12.0,0.2890944666153846,1.866741324939624,0.0173846153846153,0.0,0.0,0.9912280701754386,1,Dormant/Low Engagement,-0.04734428854794631,0.17946317630674274
C10063,1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1600.0,338.083661,837.215674,0.0,12.0,0.972371063125,0.2171666424284947,0.041375,0.0,0.0,0.9851190476190476,2,Revolvers,-0.3461593445612857,-1.005268454516472
C10064,809.582978,0.909091,0.0,0.0,0.0,3819.672466,0.0,0.0,0.0,0.545455,7.0,0.0,4150.0,4372.148648,241.645387,0.090909,11.0,0.1950802356626506,5.39383229930101,0.0,0.0,0.9997382659704808,0.0,2,Revolvers,1.2208970468650093,-0.8852318815436361
C10065,7.152356,0.090909,840.0,840.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1600.0,0.0,312.343947,0.0,12.0,0.0044702225,0.0,0.525,0.0,0.0,0.9988109393579072,1,Dormant/Low Engagement,-1.8283638159708733,0.4731672284567872
C10067,1923.886805,1.0,1887.64,0.0,1887.64,1605.949371,1.0,0.0,1.0,0.083333,4.0,61.0,1850.0,3688.045998,3266.996777,0.083333,12.0,1.0,1.9159807155517383,1.0,0.9994705184683158,0.4595530978051498,0.0,3,Transactors,0.432805973728941,1.2232710707127539
C10068,1758.059987,1.0,412.33,325.21,87.12,0.0,0.583333,0.333333,0.166667,0.0,0.0,11.0,1800.0,777.451648,897.905444,0.0,12.0,0.976699992777778,0.441969946304054,0.2290722222222222,0.2107758933539786,0.0,0.7868047322962282,2,Revolvers,-0.3259836279169562,-0.4986900916013307
C10069,809.847455,0.875,0.0,0.0,0.0,908.423608,0.0,0.0,0.0,0.125,1.0,0.0,1500.0,146.074769,179.412493,0.0,8.0,0.5398983033333333,0.1801507399440503,0.0,0.0,0.9989004024184074,0.0,2,Revolvers,0.13467619504934297,-1.7850811887449232
C10070,1576.305029,1.0,0.0,0.0,0.0,382.908547,0.0,0.0,0.0,0.416667,6.0,0.0,2500.0,540.022225,352.883804,0.0,12.0,0.6305220116,0.3423701916061031,0.0,0.0,0.9973952129802414,0.0,2,Revolvers,0.42150893557906705,-1.6717633983206746
C10071,3990.523579,1.0,263.5,190.6,72.9,0.0,0.666667,0.083333,0.583333,0.0,0.0,8.0,6000.0,6876.836205,1001.607366,0.083333,12.0,0.6650872631666667,1.7228599728635097,0.0439166666666666,0.2756143667296786,0.0,0.7206049149338374,2,Revolvers,1.1126356236796198,0.5635102993902324
C10072,1699.435486,1.0,1363.69,1363.69,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,4.0,1700.0,1623.816348,923.505868,0.0,12.0,0.9996679329411764,0.95494146138985,0.8021705882352942,0.0,0.0,0.9992672328514168,3,Transactors,-0.42346202521201143,0.7817133335015932
C10073,5487.683724,1.0,419.1,0.0,419.1,625.399386,0.916667,0.0,0.833333,0.333333,4.0,11.0,6250.0,1288.214909,2180.881868,0.0,12.0,0.8780293958400001,0.234703796716708,0.067056,0.9976196143775292,0.5981824517302969,0.0,2,Revolvers,1.5817567366293261,-0.6742988066738713
C10074,2990.422186,0.909091,4523.27,1664.09,2859.18,27296.48576,0.666667,0.5,0.583333,0.833333,27.0,33.0,7000.0,28232.69446,1107.030803,0.454545,12.0,0.4272031694285714,9.43788362342513,0.6461814285714287,0.6319649357796947,0.857820158825794,0.367814034087267,0,Cash Advance Users,10.034412694142715,4.35647841893117
C10075,656.01301,1.0,0.0,0.0,0.0,1474.349901,0.0,0.0,0.0,0.125,3.0,0.0,7000.0,910.457985,140.983193,0.25,8.0,0.0937161442857142,1.3857533582173662,0.0,0.0,0.9993221946879705,0.0,2,Revolvers,0.41583511853577604,-1.0316500610563901
C10077,1808.972419,1.0,713.9,503.08,210.82,0.0,0.5,0.1,0.4,0.0,0.0,8.0,2250.0,889.017418,622.757696,0.0,10.0,0.8039877417777778,0.4911773288187327,0.3172888888888889,0.2948943908238914,0.0,0.7037068121415583,2,Revolvers,-0.4542075619100139,-0.11314773322591144
C10078,532.334517,0.909091,791.94,516.64,275.3,0.0,0.272727,0.090909,0.181818,0.0,0.0,7.0,6000.0,1305.177304,175.510344,0.0,11.0,0.0887224195,2.447202013741031,0.13199,0.3471889424168285,0.0,0.6515499281156203,1,Dormant/Low Engagement,-0.9337619101081738,0.3286710861081175
C10079,5860.433624,1.0,561.87,249.5,312.37,0.0,0.833333,0.166667,0.75,0.0,0.0,14.0,6000.0,1990.044998,2161.428274,0.0,12.0,0.9767389373333334,0.3395150616142164,0.093645,0.5549594044806083,0.0,0.4432639863556416,2,Revolvers,1.223379840359119,-0.07382531037426023
C10080,1727.638449,1.0,606.11,606.11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,11000.0,2959.920544,623.656993,0.0,12.0,0.1570580408181818,1.712284338990773,0.055100909090909,0.0,0.0,0.9983528520366984,1,Dormant/Low Engagement,0.15049371535211664,0.7083770927901273
C10081,578.809679,1.0,320.0,0.0,320.0,0.0,0.75,0.0,0.666667,0.0,0.0,8.0,1500.0,1438.910569,190.186542,0.0,12.0,0.3858731193333333,2.481694633800689,0.2133333333333333,0.9968847352024922,0.0,0.0,1,Dormant/Low Engagement,-1.2089221359375846,-0.08003214452787467
C10082,1205.716678,1.0,0.0,0.0,0.0,38.325801,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,29.278671,8242.687678,0.0,12.0,1.0,0.0242630863845572,0.0,0.0,0.974571401609849,0.0,2,Revolvers,0.38781112471161283,-2.027820519109804
C10083,6593.820644,1.0,388.66,388.66,0.0,4621.93458,0.583333,0.583333,0.0,0.416667,7.0,7.0,7000.0,1624.583114,2503.40234,0.0,12.0,0.9419743777142856,0.2463422739901279,0.0555228571428571,0.0,0.9222482996619412,0.9974336601139456,0,Cash Advance Users,3.3490471781988562,-1.1299855656674487
C10084,17.357563,0.909091,244.85,40.21,204.64,0.0,0.666667,0.166667,0.583333,0.0,0.0,13.0,5000.0,357.802082,121.523416,0.181818,12.0,0.0034715125999999,19.49071791282972,0.04897,0.8323774659345129,0.0,0.1635550132194427,1,Dormant/Low Engagement,-1.4013652877124552,-0.07184407151874524
C10085,81.584711,0.272727,0.0,0.0,0.0,2985.300006,0.0,0.0,0.0,0.166667,5.0,0.0,9500.0,116.569033,164.692136,0.0,12.0,0.0085878643157894,1.4115086386873716,0.0,0.0,0.999665137461745,0.0,2,Revolvers,0.674767776090233,-0.968106404631633
C10086,3.78631,0.636364,133.05,28.2,104.85,0.0,0.416667,0.166667,0.25,0.0,0.0,5.0,12000.0,210.053432,99.533735,0.444444,12.0,0.0003155258333333,43.88629904874527,0.0110875,0.7821708317791868,0.0,0.2103692651995523,1,Dormant/Low Engagement,-0.7680770539032462,0.3413459734413203
C10087,42.46443,0.545455,396.0,0.0,396.0,0.0,0.5,0.0,0.416667,0.0,0.0,12.0,1200.0,725.606194,140.809454,1.0,12.0,0.035387025,16.694253070844365,0.33,0.9974811083123426,0.0,0.0,1,Dormant/Low Engagement,-1.8212848819086682,0.19994699833630622
C10088,1935.362486,1.0,4915.6,4515.34,400.26,293.844792,1.0,1.0,0.333333,0.083333,1.0,50.0,9000.0,4921.066897,594.756686,0.0,12.0,0.2150402762222222,2.541397559898813,0.5461777777777779,0.0814099174226091,0.0563953373906125,0.9183866899890168,3,Transactors,0.3895566998707577,2.740980026302604
C10089,134.917202,1.0,1247.8,1247.8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,22.0,16500.0,1275.229436,171.357189,1.0,12.0,0.0081768001212121,9.382399116779936,0.0756242424242424,0.0,0.0,0.9991992312620116,1,Dormant/Low Engagement,-0.04600555771662852,1.1459093668026514
C10090,7069.950386,1.0,1603.78,1445.14,158.64,5626.004046,1.0,0.833333,1.0,0.75,23.0,23.0,11000.0,4589.873897,1876.262988,0.0,12.0,0.6427227623636365,0.6491169710492719,0.1457981818181818,0.0988546716683906,0.7780627951559764,0.900522189957502,0,Cash Advance Users,4.016900407722492,0.3523372601298809
