CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,UTILIZATION_RATIO,PAYMENT_TO_BALANCE,SPEND_VELOCITY,INSTALLMENT_FREQUENCY,CASH_ADVANCE_RATIO,PURCHASE_TYPE_RATIO
C10011,1293.124939,1.0,920.12,0.0,920.12,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1200.0,1083.301007,2172.697765,0.0,12.0,1.0,0.8370915159374732,0.7667666666666667,0.9989143651207226,0.0,0.0
C10012,630.794744,0.818182,1492.18,1492.18,0.0,0.0,0.25,0.25,0.0,0.0,0.0,6.0,2000.0,705.618627,155.549069,0.0,12.0,0.315397372,1.116847890396505,0.74609,0.0,0.0,0.9993302883778246
C10013,1516.92862,1.0,3217.99,2500.23,717.76,0.0,1.0,0.25,0.916667,0.0,0.0,26.0,3000.0,608.263689,490.207013,0.25,12.0,0.5056428733333334,0.40071956018590654,1.0,0.22297677221737255,0.0,0.776712571334487
C10014,921.693369,1.0,2137.93,419.96,1717.97,0.0,0.75,0.166667,0.75,0.0,0.0,26.0,7500.0,1655.891435,251.137986,0.083333,12.0,0.12289244919999999,1.794628086245627,0.28505733333333333,0.8031913152838102,0.0,0.19634116123482304
C10015,2772.772734,1.0,0.0,0.0,0.0,346.81139,0.0,0.0,0.0,0.083333,1.0,0.0,3000.0,805.647974,989.962866,0.0,12.0,0.9242575780000001,0.29045204898174615,0.0,0.0,0.9971248785153356,0.0
C10016,6886.213231,1.0,1611.7,0.0,1611.7,2301.491267,0.5,0.0,0.5,0.166667,4.0,11.0,8000.0,1993.439277,2109.90649,0.0,12.0,0.860776653875,0.28944062135717546,0.20146250000000002,0.9993799218701557,0.587986408943158,0.0
C10017,2072.074354,0.875,0.0,0.0,0.0,2784.274703,0.0,0.0,0.0,0.25,3.0,0.0,3000.0,391.974562,376.579631,0.0,8.0,0.6906914513333333,0.1890788727590424,0.0,0.0,0.9996409689863184,0.0
C10018,41.089489,0.454545,519.0,0.0,519.0,0.0,0.416667,0.0,0.333333,0.0,0.0,8.0,2500.0,254.590662,73.203221,0.25,12.0,0.0164357956,6.048794320121112,0.2076,0.9980769230769231,0.0,0.0
C10019,1989.072228,1.0,504.35,166.0,338.35,0.0,0.666667,0.083333,0.583333,0.0,0.0,9.0,13000.0,1720.837373,744.613395,0.0,12.0,0.153005556,0.8647110133934295,0.03879615384615385,0.6695359651726527,0.0,0.32848520827149497
C10020,3577.970933,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0.0,12.0,4000.0,1053.980464,12465.54938,0.0,12.0,0.89449273325,0.29449260240750885,0.09966,0.9974977479731758,0.0,0.0
C10021,2016.684686,1.0,176.68,0.0,176.68,0.0,0.666667,0.0,0.666667,0.0,0.0,8.0,2000.0,223.0686,13557.29726,0.0,12.0,1.0,0.11055671956465452,0.08834,0.9943719045475011,0.0,0.0
C10022,6369.531318,1.0,6359.95,5910.04,449.91,229.028245,1.0,0.916667,1.0,0.333333,6.0,92.0,11250.0,2077.959051,1659.775075,0.0,12.0,0.5661805616000001,0.32618300535289824,0.5653288888888889,0.07073000102185995,0.03475402140724366,0.9291127897562471
C10023,132.34224,0.636364,815.9,0.0,815.9,0.0,1.0,0.0,1.0,0.0,0.0,17.0,1800.0,2359.629958,86.329554,0.0,12.0,0.07352346666666666,17.69604258935503,0.4532777777777778,0.9987758599583793,0.0,0.0
C10024,3800.151377,0.818182,4248.35,3454.56,793.79,7974.415626,1.0,0.083333,0.916667,0.333333,13.0,13.0,9000.0,9479.043842,1425.426525,0.0,12.0,0.4222390418888889,2.493729636592686,0.47203888888888895,0.1868026874698483,0.6523698073070368,0.8129619824208407
C10025,5368.571219,1.0,0.0,0.0,0.0,798.949863,0.0,0.0,0.0,0.363636,4.0,0.0,6000.0,1422.726707,1657.002877,0.0,11.0,0.8947618698333334,0.2649609529278133,0.0,0.0,0.9987499216560276,0.0
C10026,169.781679,1.0,399.6,0.0,399.6,0.0,1.0,0.0,1.0,0.0,0.0,12.0,3000.0,215.306142,163.005536,0.0,12.0,0.056593893,1.260709832932372,0.1332,0.9975037443834248,0.0,0.0
C10027,1615.96724,1.0,102.0,102.0,0.0,244.840485,0.166667,0.166667,0.0,0.25,5.0,2.0,1700.0,890.178845,971.183209,0.0,12.0,0.9505689647058824,0.550523735409754,0.06,0.0,0.7038872574019094,0.9902912621359223
C10028,125.694817,1.0,233.28,0.0,233.28,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1000.0,207.773715,164.748819,0.0,12.0,0.12569481700000001,1.6399543400421819,0.23328,0.9957316032098343,0.0,0.0
C10029,7152.864372,1.0,387.05,204.55,182.5,2236.145259,0.666667,0.166667,0.416667,0.833333,16.0,8.0,10500.0,1601.448347,1648.851345,0.0,12.0,0.6812251782857143,0.2238578010044499,0.03686190476190476,0.47030021904393765,0.8521260951641708,0.5271227934544518
C10030,22.06349,1.0,100.0,0.0,100.0,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,6900.0,160.767773,159.684442,0.0,12.0,0.0031976072463768116,6.970661118503747,0.014492753623188406,0.9900990099009901,0.0,0.0
C10031,12136.21996,1.0,3038.01,1013.2,2024.81,3183.583301,1.0,0.166667,1.0,0.5,10.0,64.0,13000.0,4230.323491,3292.01503,0.0,12.0,0.9335553815384615,0.3485413879736592,0.23369307692307695,0.6662728980819411,0.5116168046027342,0.33339804739043305
C10032,1162.273324,1.0,1347.71,400.0,947.71,175.815755,1.0,0.083333,1.0,0.166667,2.0,45.0,6000.0,645.998299,256.848991,0.0,12.0,0.19371222066666666,0.555328043437537,0.22461833333333334,0.7026788560921177,0.11532488344219542,0.2965796946712043
C10033,6732.823064,1.0,324.95,324.95,0.0,1189.533753,0.083333,0.083333,0.0,0.166667,3.0,3.0,10500.0,1720.118876,2506.745366,0.0,12.0,0.6412212441904762,0.2554446203369979,0.030947619047619047,0.0,0.784920162057323,0.996932044792146
C10034,125.660453,1.0,636.79,636.79,0.0,0.0,0.916667,0.916667,0.0,0.0,0.0,11.0,1200.0,423.449696,196.301885,0.3,12.0,0.10471704416666668,3.3431879167525165,0.5306583333333333,0.0,0.0,0.9984320857962652
C10035,3517.101616,0.727273,547.28,0.0,547.28,0.0,1.0,0.0,1.0,0.0,0.0,14.0,11000.0,8735.607835,17862.55831,0.0,12.0,0.31973651054545454,2.4830459118267836,0.04975272727272727,0.9981761143941053,0.0,0.0
C10036,1656.350781,1.0,0.0,0.0,0.0,99.264367,0.0,0.0,0.0,0.083333,1.0,0.0,1800.0,351.500199,634.569311,0.0,12.0,0.9201948783333334,0.2120855783999537,0.0,0.0,0.990026366994368,0.0
C10037,7427.076941,1.0,0.0,0.0,0.0,8873.375046,0.0,0.0,0.0,0.727273,11.0,0.0,9000.0,1636.361601,1986.843608,0.0,11.0,0.8252307712222222,0.22029411030571608,0.0,0.0,0.9998873160087537,0.0
C10038,4047.480828,1.0,2380.55,1642.17,738.38,1697.660901,0.75,0.5,0.75,0.333333,7.0,41.0,5000.0,1617.894416,1541.141605,0.0,12.0,0.8094961656,0.39963000560861245,0.47611000000000003,0.3100417795133421,0.4161738488646973,0.689538325880204
C10039,6269.418144,1.0,204.0,204.0,0.0,2925.699862,0.083333,0.083333,0.0,0.333333,12.0,2.0,9000.0,1237.111661,2049.408839,0.0,12.0,0.696602016,0.19729332758832996,0.02266666666666667,0.0,0.9345194336613798,0.9951219512195122
C10040,1411.60223,0.454545,963.24,963.24,0.0,6173.682877,0.083333,0.083333,0.0,0.333333,6.0,6.0,7500.0,20071.07544,719.948985,0.333333,12.0,0.18821363066666666,14.208582581665611,0.128432,0.0,0.8649130823328172,0.9989629137973949
C10041,663.44781,0.727273,0.0,0.0,0.0,3133.063934,0.0,0.0,0.0,0.25,3.0,0.0,1800.0,3067.05783,283.333445,0.166667,12.0,0.3685821166666667,4.615949941952552,0.0,0.0,0.9996809254625755,0.0
C10043,784.889762,0.909091,1526.59,786.3,740.29,2188.419607,0.583333,0.416667,0.333333,0.25,11.0,27.0,3000.0,1262.309666,363.142736,0.111111,12.0,0.2616299206666667,1.606217216505742,0.5088633333333333,0.48461301789092626,0.5889165633150097,0.5147323561950523
C10044,4104.710798,1.0,203.82,203.82,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,4500.0,868.275275,1801.264841,0.0,12.0,0.9121579551111111,0.21147989172129703,0.04529333333333333,0.0,0.0,0.9951176642905967
C10045,1360.742377,1.0,0.0,0.0,0.0,1481.587093,0.0,0.0,0.0,0.083333,1.0,0.0,1500.0,378.294227,321.354137,0.0,12.0,0.9071615846666667,0.2778016116627029,0.0,0.0,0.9993255033685903,0.0
C10046,5315.945594,1.0,1525.44,469.8,1055.64,0.0,1.0,0.333333,1.0,0.0,0.0,20.0,8500.0,1430.341501,1318.71492,0.0,12.0,0.625405364,0.26901563608514145,0.17946352941176472,0.6915699274128037,0.0,0.3077749534865438
C10047,2242.311686,1.0,437.0,97.0,340.0,184.648692,0.333333,0.083333,0.333333,0.166667,2.0,5.0,2400.0,0.0,312.343947,0.0,12.0,0.9342965358333334,0.0,0.18208333333333335,0.776255707762557,0.296553569247681,0.22146118721461186
C10048,474.447149,0.5,109.74,0.0,109.74,1013.659552,0.375,0.0,0.25,0.125,1.0,3.0,1700.0,176.013005,147.199792,0.0,8.0,0.27908655823529416,0.3702051960353641,0.06455294117647059,0.9909698392631389,0.9015118782260063,0.0
C10049,3910.111237,1.0,0.0,0.0,0.0,1980.873201,0.0,0.0,0.0,0.5,7.0,0.0,4200.0,0.0,312.343947,0.0,12.0,0.930978865952381,0.0,0.0,0.0,0.9994954268519826,0.0
C10050,229.867179,1.0,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0,0.0,0.0,87.0,3300.0,2543.953559,175.657825,0.916667,12.0,0.0696567209090909,11.019121773909665,0.7244242424242424,0.4129745776885767,0.0,0.5866072921893294
C10051,863.809833,1.0,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0,0.083333,2.0,3.0,4000.0,587.866451,286.448719,0.083333,12.0,0.21595245825,0.6797638377453554,0.126875,0.0,0.5775164504189396,0.9980334316617503
C10052,4931.331857,1.0,901.42,646.07,255.35,8530.648614,0.625,0.375,0.25,0.875,37.0,9.0,12000.0,8113.297346,1012.415961,0.0,8.0,0.4109443214166667,1.644921222096107,0.07511833333333333,0.2829613705370005,0.9043344178944398,0.7159304979942821
C10053,1078.888565,1.0,3107.85,2221.74,886.11,0.0,0.666667,0.583333,0.5,0.0,0.0,18.0,2500.0,1399.82834,1322.446601,0.0,12.0,0.43155542599999996,1.2962711018242887,1.0,0.2850282258713029,0.0,0.7146501117776669
C10054,1565.681099,1.0,0.0,0.0,0.0,321.359135,0.0,0.0,0.0,0.25,3.0,0.0,3500.0,691.825279,581.481917,0.0,12.0,0.4473374568571428,0.441586535665482,0.0,0.0,0.9968978698245979,0.0
C10055,464.674156,0.888889,1979.22,1979.22,0.0,1981.265503,0.666667,0.666667,0.0,0.111111,1.0,11.0,3000.0,3110.052742,132.446091,0.2,9.0,0.15489138533333333,6.6786028426280115,0.65974,0.0,0.5001319584533641,0.9994950056054378
C10056,6.660517,0.636364,310.0,0.0,310.0,0.0,0.666667,0.0,0.666667,0.0,0.0,8.0,1000.0,417.016763,312.343947,0.0,12.0,0.0066605169999999995,54.43715652611959,0.31,0.9967845659163987,0.0,0.0
C10057,1311.995984,1.0,1283.9,1283.9,0.0,0.0,0.25,0.25,0.0,0.0,0.0,6.0,6000.0,0.0,312.343947,0.0,12.0,0.2186659973333333,0.0,0.21398333333333336,0.0,0.0,0.9992217293174566
C10058,3625.218146,1.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0,0.416667,5.0,4.0,4000.0,0.0,312.343947,0.0,12.0,0.9063045365000001,0.0,0.0783175,0.0,0.6802100230213474,0.9968180227193177
C10059,2386.330629,1.0,5217.62,4789.09,428.53,0.0,0.916667,0.916667,0.5,0.0,0.0,42.0,7500.0,5678.729613,1311.514878,0.083333,12.0,0.3181774172,2.378694238668858,0.6956826666666667,0.08211557844794218,0.0,0.9176928000122638
C10060,3971.138765,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3.0,0.0,4000.0,764.938728,1600.212243,0.0,11.0,0.99278469125,0.19257603353139652,0.0,0.0,0.9955668947884978,0.0
C10061,5493.90406,1.0,229.0,0.0,229.0,970.591332,0.416667,0.0,0.333333,0.333333,4.0,6.0,6000.0,2110.557023,1895.02617,0.0,12.0,0.9156506766666667,0.3840935164571372,0.03816666666666667,0.9956521739130435,0.8084277356751731,0.0
C10062,1879.114033,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,6500.0,3509.686561,548.105836,0.0,12.0,0.2890944666153846,1.8667413249396239,0.017384615384615384,0.0,0.0,0.9912280701754386
C10063,1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1600.0,338.083661,837.215674,0.0,12.0,0.972371063125,0.21716664242849476,0.041375,0.0,0.0,0.9851190476190477
C10064,809.582978,0.909091,0.0,0.0,0.0,3819.672466,0.0,0.0,0.0,0.545455,7.0,0.0,4150.0,4372.148648,241.645387,0.090909,11.0,0.19508023566265062,5.39383229930101,0.0,0.0,0.9997382659704807,0.0
C10065,7.152356,0.090909,840.0,840.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1600.0,0.0,312.343947,0.0,12.0,0.0044702225,0.0,0.525,0.0,0.0,0.9988109393579072
C10067,1923.886805,1.0,1887.64,0.0,1887.64,1605.949371,1.0,0.0,1.0,0.083333,4.0,61.0,1850.0,3688.045998,3266.996777,0.083333,12.0,1.0,1.9159807155517385,1.0,0.9994705184683158,0.4595530978051498,0.0
C10068,1758.059987,1.0,412.33,325.21,87.12,0.0,0.583333,0.333333,0.166667,0.0,0.0,11.0,1800.0,777.451648,897.905444,0.0,12.0,0.9766999927777779,0.441969946304054,0.2290722222222222,0.21077589335397867,0.0,0.7868047322962282
C10069,809.847455,0.875,0.0,0.0,0.0,908.423608,0.0,0.0,0.0,0.125,1.0,0.0,1500.0,146.074769,179.412493,0.0,8.0,0.5398983033333333,0.1801507399440503,0.0,0.0,0.9989004024184074,0.0
C10070,1576.305029,1.0,0.0,0.0,0.0,382.908547,0.0,0.0,0.0,0.416667,6.0,0.0,2500.0,540.022225,352.883804,0.0,12.0,0.6305220116,0.3423701916061031,0.0,0.0,0.9973952129802414,0.0
C10071,3990.523579,1.0,263.5,190.6,72.9,0.0,0.666667,0.083333,0.583333,0.0,0.0,8.0,6000.0,6876.836205,1001.607366,0.083333,12.0,0.6650872631666667,1.7228599728635097,0.043916666666666666,0.27561436672967865,0.0,0.7206049149338374
C10072,1699.435486,1.0,1363.69,1363.69,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,4.0,1700.0,1623.816348,923.505868,0.0,12.0,0.9996679329411765,0.9549414613898501,0.8021705882352942,0.0,0.0,0.9992672328514168
C10073,5487.683724,1.0,419.1,0.0,419.1,625.399386,0.916667,0.0,0.833333,0.333333,4.0,11.0,6250.0,1288.214909,2180.881868,0.0,12.0,0.8780293958400001,0.23470379671670802,0.067056,0.9976196143775291,0.5981824517302969,0.0
C10074,2990.422186,0.909091,4523.27,1664.09,2859.18,27296.48576,0.666667,0.5,0.583333,0.833333,27.0,33.0,7000.0,28232.69446,1107.030803,0.454545,12.0,0.4272031694285714,9.43788362342513,0.6461814285714287,0.6319649357796947,0.857820158825794,0.36781403408726704
C10075,656.01301,1.0,0.0,0.0,0.0,1474.349901,0.0,0.0,0.0,0.125,3.0,0.0,7000.0,910.457985,140.983193,0.25,8.0,0.09371614428571429,1.3857533582173662,0.0,0.0,0.9993221946879705,0.0
C10077,1808.972419,1.0,713.9,503.08,210.82,0.0,0.5,0.1,0.4,0.0,0.0,8.0,2250.0,889.017418,622.757696,0.0,10.0,0.8039877417777778,0.4911773288187327,0.3172888888888889,0.29489439082389146,0.0,0.7037068121415583
C10078,532.334517,0.909091,791.94,516.64,275.3,0.0,0.272727,0.090909,0.181818,0.0,0.0,7.0,6000.0,1305.177304,175.510344,0.0,11.0,0.0887224195,2.447202013741031,0.13199,0.3471889424168285,0.0,0.6515499281156203
C10079,5860.433624,1.0,561.87,249.5,312.37,0.0,0.833333,0.166667,0.75,0.0,0.0,14.0,6000.0,1990.044998,2161.428274,0.0,12.0,0.9767389373333334,0.33951506161421646,0.093645,0.5549594044806083,0.0,0.4432639863556416
C10080,1727.638449,1.0,606.11,606.11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,11000.0,2959.920544,623.656993,0.0,12.0,0.1570580408181818,1.712284338990773,0.05510090909090909,0.0,0.0,0.9983528520366984
C10081,578.809679,1.0,320.0,0.0,320.0,0.0,0.75,0.0,0.666667,0.0,0.0,8.0,1500.0,1438.910569,190.186542,0.0,12.0,0.3858731193333333,2.481694633800689,0.21333333333333335,0.9968847352024922,0.0,0.0
C10082,1205.716678,1.0,0.0,0.0,0.0,38.325801,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,29.278671,8242.687678,0.0,12.0,1.0,0.024263086384557285,0.0,0.0,0.974571401609849,0.0
C10083,6593.820644,1.0,388.66,388.66,0.0,4621.93458,0.583333,0.583333,0.0,0.416667,7.0,7.0,7000.0,1624.583114,2503.40234,0.0,12.0,0.9419743777142857,0.24634227399012792,0.055522857142857145,0.0,0.9222482996619411,0.9974336601139455
C10084,17.357563,0.909091,244.85,40.21,204.64,0.0,0.666667,0.166667,0.583333,0.0,0.0,13.0,5000.0,357.802082,121.523416,0.181818,12.0,0.0034715125999999997,19.490717912829716,0.04897,0.8323774659345129,0.0,0.16355501321944277
C10085,81.584711,0.272727,0.0,0.0,0.0,2985.300006,0.0,0.0,0.0,0.166667,5.0,0.0,9500.0,116.569033,164.692136,0.0,12.0,0.008587864315789473,1.4115086386873716,0.0,0.0,0.999665137461745,0.0
C10086,3.78631,0.636364,133.05,28.2,104.85,0.0,0.416667,0.166667,0.25,0.0,0.0,5.0,12000.0,210.053432,99.533735,0.444444,12.0,0.0003155258333333333,43.88629904874527,0.0110875,0.7821708317791868,0.0,0.21036926519955237
C10087,42.46443,0.545455,396.0,0.0,396.0,0.0,0.5,0.0,0.416667,0.0,0.0,12.0,1200.0,725.606194,140.809454,1.0,12.0,0.035387025,16.694253070844365,0.33,0.9974811083123426,0.0,0.0
C10088,1935.362486,1.0,4915.6,4515.34,400.26,293.844792,1.0,1.0,0.333333,0.083333,1.0,50.0,9000.0,4921.066897,594.756686,0.0,12.0,0.21504027622222222,2.541397559898813,0.5461777777777779,0.08140991742260911,0.05639533739061254,0.9183866899890167
C10089,134.917202,1.0,1247.8,1247.8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,22.0,16500.0,1275.229436,171.357189,1.0,12.0,0.008176800121212122,9.382399116779935,0.07562424242424243,0.0,0.0,0.9991992312620115
C10090,7069.950386,1.0,1603.78,1445.14,158.64,5626.004046,1.0,0.833333,1.0,0.75,23.0,23.0,11000.0,4589.873897,1876.262988,0.0,12.0,0.6427227623636365,0.6491169710492719,0.14579818181818183,0.09885467166839068,0.7780627951559764,0.900522189957502
C10092,8181.251131,1.0,2258.01,1318.78,939.23,5251.228934,1.0,0.75,1.0,0.75,21.0,60.0,13500.0,3021.575846,2074.581541,0.0,12.0,0.6060186022962963,0.3692841734656849,0.16726000000000002,0.4157706251853688,0.6992093034785996,0.5837867030247763
C10093,4037.305658,1.0,45.0,45.0,0.0,104.238064,0.083333,0.083333,0.0,0.083333,1.0,1.0,4500.0,1073.844885,968.941265,0.0,12.0,0.8971790351111112,0.2659147117486469,0.01,0.0,0.6938192707275567,0.9782608695652174
C10094,6110.265264,1.0,0.0,0.0,0.0,2717.253917,0.0,0.0,0.0,0.416667,14.0,0.0,6500.0,1502.205631,2864.380327,0.0,12.0,0.9400408098461538,0.24580926634769623,0.0,0.0,0.9996321167813845,0.0
C10095,9381.255094,1.0,5100.07,1147.83,3952.24,370.737197,1.0,0.25,0.916667,0.083333,1.0,46.0,9000.0,6409.496345,9827.045323,0.0,12.0,1.0,0.6831509355462851,0.5666744444444444,0.7747864663688206,0.06775406801673535,0.2250174963292015
C10096,1977.00709,1.0,1032.04,226.9,805.14,4335.919227,0.909091,0.090909,0.818182,0.545455,21.0,17.0,4000.0,3056.424974,910.707525,0.090909,11.0,0.4942517725,1.5452042560676564,0.25801,0.77938898784171,0.8075902691149269,0.21964299543096105
C10097,1321.47608,1.0,45.65,45.65,0.0,495.657934,0.083333,0.083333,0.0,0.083333,1.0,1.0,1800.0,440.840439,312.560636,0.0,12.0,0.7341533777777778,0.33334473542992177,0.025361111111111112,0.0,0.9139787617416638,0.9785637727759914
C10098,1307.717841,1.0,405.6,405.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,2400.0,0.0,312.343947,0.0,12.0,0.54488243375,0.0,0.169,0.0,0.0,0.9975405804230202
C10099,2329.485768,1.0,213.34,213.34,0.0,0.0,0.25,0.25,0.0,0.0,0.0,3.0,2400.0,0.0,312.343947,0.0,12.0,0.97061907,0.0,0.08889166666666667,0.0,0.0,0.9953345152561351
C10100,1139.782882,1.0,0.0,0.0,0.0,120.612912,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,151.823651,2906.110765,0.0,12.0,0.9498190683333333,0.13308724508017294,0.0,0.0,0.9917771889221763,0.0
C10101,1619.955708,1.0,739.44,739.44,0.0,0.0,0.666667,0.666667,0.0,0.0,0.0,11.0,6000.0,417.128532,389.138517,0.0,12.0,0.269992618,0.2573349351504921,0.12324,0.0,0.0,0.9986494516773811
C10102,3505.671311,1.0,0.0,0.0,0.0,1713.984305,0.0,0.0,0.0,0.5,6.0,0.0,4000.0,0.0,312.343947,0.0,12.0,0.87641782775,0.0,0.0,0.0,0.9994169042847305,0.0
C10103,4.708041,0.363636,79.0,0.0,79.0,0.0,0.25,0.0,0.166667,0.0,0.0,3.0,7000.0,217.820198,121.781205,1.0,12.0,0.0006725772857142857,38.16023711112096,0.011285714285714286,0.9875,0.0,0.0
C10104,0.0,0.0,0.0,0.0,0.0,89.849004,0.0,0.0,0.0,0.142857,1.0,0.0,3000.0,138.021428,312.343947,0.0,7.0,0.0,138.021428,0.0,0.0,0.9889927246753305,0.0
C10105,4.875885,0.666667,20.0,20.0,0.0,0.0,0.111111,0.111111,0.0,0.0,0.0,1.0,1500.0,26.487919,60.913577,0.0,9.0,0.0032505900000000003,4.507902894627788,0.013333333333333334,0.0,0.0,0.9523809523809523
C10106,23.394411,0.272727,1346.28,0.0,1346.28,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2000.0,712.149153,54.79166,0.0,12.0,0.0116972055,29.193127597956757,0.67314,0.9992577637907488,0.0,0.0
C10107,3539.801912,1.0,2823.8,1540.41,1283.39,0.0,0.916667,0.916667,0.833333,0.0,0.0,75.0,5700.0,9172.788366,2103.796148,0.083333,12.0,0.6210178792982456,2.5905963095288795,0.49540350877192985,0.4543295100538091,0.0,0.5453164825828377
C10108,0.62424,0.090909,389.96,0.0,389.96,0.0,1.0,0.0,1.0,0.0,0.0,31.0,4500.0,0.0,312.343947,0.0,12.0,0.00013872,0.0,0.08665777777777778,0.9974421935747902,0.0,0.0
C10109,862.07238,1.0,0.0,0.0,0.0,920.309805,0.0,0.0,0.0,0.083333,1.0,0.0,4000.0,2236.890255,214.828158,0.083333,12.0,0.215518095,2.591775970168342,0.0,0.0,0.9989145887793954,0.0
C10110,2441.542991,1.0,808.0,808.0,0.0,959.857263,0.25,0.25,0.0,0.333333,6.0,4.0,4000.0,532.741699,1026.976,0.0,12.0,0.61038574775,0.2181094461645036,0.202,0.0,0.5426425766950084,0.9987639060568603
C10111,408.656365,1.0,941.64,0.0,941.64,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2500.0,1097.78942,176.610605,0.083333,12.0,0.163462546,2.6797811868491292,0.376656,0.9989391496223373,0.0,0.0
C10112,4986.400804,1.0,0.0,0.0,0.0,5439.467563,0.0,0.0,0.0,0.583333,40.0,0.0,8000.0,1241.538024,1439.230899,0.0,12.0,0.6233001005,0.248934880670561,0.0,0.0,0.9998161922686938,0.0
