CUST_ID,SEGMENT_NAME,CLUSTER_ID,BALANCE,PURCHASES,CREDIT_LIMIT,PAYMENTS,UTILIZATION_RATIO,PAYMENT_TO_BALANCE,SPEND_VELOCITY,INSTALLMENT_FREQUENCY,CASH_ADVANCE_RATIO,FRAUD_RISK_SCORE,ANOMALY_FLAG,TENURE,PRC_FULL_PAYMENT
C10032,Dormant/Low Engagement,1,1162.273324,1347.71,6000.0,645.998299,0.1937122206666666,0.555328043437537,0.2246183333333333,0.7026788560921177,0.1153248834421954,13.22,0,12.0,0.0
C10033,Cash Advance Users,0,6732.823064,324.95,10500.0,1720.118876,0.6412212441904762,0.2554446203369979,0.030947619047619,0.0,0.784920162057323,26.07,0,12.0,0.0
C10034,Dormant/Low Engagement,1,125.660453,636.79,1200.0,423.449696,0.1047170441666666,3.3431879167525165,0.5306583333333333,0.0,0.0,7.89,0,12.0,0.3
C10035,Dormant/Low Engagement,1,3517.101616,547.28,11000.0,8735.607835,0.3197365105454545,2.483045911826784,0.0497527272727272,0.9981761143941053,0.0,38.12,0,12.0,0.0
C10036,Revolvers,2,1656.350781,0.0,1800.0,351.500199,0.9201948783333334,0.2120855783999537,0.0,0.0,0.990026366994368,7.56,0,12.0,0.0
C10037,Cash Advance Users,0,7427.076941,0.0,9000.0,1636.361601,0.8252307712222222,0.220294110305716,0.0,0.0,0.9998873160087536,34.69,0,11.0,0.0
C10038,Revolvers,2,4047.480828,2380.55,5000.0,1617.894416,0.8094961656,0.3996300056086124,0.47611,0.3100417795133421,0.4161738488646973,34.35,0,12.0,0.0
C10039,Cash Advance Users,0,6269.418144,204.0,9000.0,1237.111661,0.696602016,0.1972933275883299,0.0226666666666666,0.0,0.9345194336613798,22.79,0,12.0,0.0
C10040,Cash Advance Users,0,1411.60223,963.24,7500.0,20071.07544,0.1882136306666666,14.208582581665611,0.128432,0.0,0.8649130823328172,58.65,1,12.0,0.333333
C10041,Revolvers,2,663.44781,0.0,1800.0,3067.05783,0.3685821166666667,4.615949941952552,0.0,0.0,0.9996809254625756,15.74,0,12.0,0.166667
C10043,Revolvers,2,784.889762,1526.59,3000.0,1262.309666,0.2616299206666667,1.606217216505742,0.5088633333333333,0.4846130178909262,0.5889165633150097,26.18,0,12.0,0.111111
C10044,Revolvers,2,4104.710798,203.82,4500.0,868.275275,0.9121579551111112,0.211479891721297,0.0452933333333333,0.0,0.0,16.62,0,12.0,0.0
C10045,Revolvers,2,1360.742377,0.0,1500.0,378.294227,0.9071615846666669,0.2778016116627029,0.0,0.0,0.9993255033685904,7.9,0,12.0,0.0
C10046,Dormant/Low Engagement,1,5315.945594,1525.44,8500.0,1430.341501,0.625405364,0.2690156360851414,0.1794635294117647,0.6915699274128037,0.0,20.81,0,12.0,0.0
C10047,Revolvers,2,2242.311686,437.0,2400.0,0.0,0.9342965358333334,0.0,0.1820833333333333,0.776255707762557,0.296553569247681,21.67,0,12.0,0.0
C10048,Revolvers,2,474.447149,109.74,1700.0,176.013005,0.2790865582352941,0.3702051960353641,0.0645529411764705,0.9909698392631388,0.9015118782260064,20.32,0,8.0,0.0
C10049,Revolvers,2,3910.111237,0.0,4200.0,0.0,0.930978865952381,0.0,0.0,0.0,0.9994954268519826,15.8,0,12.0,0.0
C10050,Transactors,3,229.867179,2390.6,3300.0,2543.953559,0.0696567209090909,11.019121773909664,0.7244242424242424,0.4129745776885767,0.0,15.84,0,12.0,0.916667
C10051,Revolvers,2,863.809833,507.5,4000.0,587.866451,0.21595245825,0.6797638377453554,0.126875,0.0,0.5775164504189396,11.4,0,12.0,0.083333
C10052,Cash Advance Users,0,4931.331857,901.42,12000.0,8113.297346,0.4109443214166667,1.644921222096107,0.0751183333333333,0.2829613705370005,0.9043344178944398,53.13,0,8.0,0.0
C10053,Transactors,3,1078.888565,3107.85,2500.0,1399.82834,0.4315554259999999,1.2962711018242887,1.0,0.2850282258713029,0.0,23.65,0,12.0,0.0
C10054,Revolvers,2,1565.681099,0.0,3500.0,691.825279,0.4473374568571428,0.441586535665482,0.0,0.0,0.996897869824598,5.75,0,12.0,0.0
C10055,Transactors,3,464.674156,1979.22,3000.0,3110.052742,0.1548913853333333,6.678602842628012,0.65974,0.0,0.5001319584533641,32.37,0,9.0,0.2
C10056,Dormant/Low Engagement,1,6.660517,310.0,1000.0,417.016763,0.0066605169999999,54.43715652611959,0.31,0.9967845659163987,0.0,11.69,0,12.0,0.0
C10057,Dormant/Low Engagement,1,1311.995984,1283.9,6000.0,0.0,0.2186659973333333,0.0,0.2139833333333333,0.0,0.0,11.31,0,12.0,0.0
C10058,Revolvers,2,3625.218146,313.27,4000.0,0.0,0.9063045365,0.0,0.0783175,0.0,0.6802100230213474,19.44,0,12.0,0.0
C10059,Transactors,3,2386.330629,5217.62,7500.0,5678.729613,0.3181774172,2.378694238668858,0.6956826666666667,0.0821155784479421,0.0,31.91,0,12.0,0.083333
C10060,Revolvers,2,3971.138765,0.0,4000.0,764.938728,0.99278469125,0.1925760335313965,0.0,0.0,0.9955668947884978,14.47,0,11.0,0.0
C10061,Revolvers,2,5493.90406,229.0,6000.0,2110.557023,0.9156506766666668,0.3840935164571372,0.0381666666666666,0.9956521739130436,0.8084277356751731,33.01,0,12.0,0.0
C10062,Dormant/Low Engagement,1,1879.114033,113.0,6500.0,3509.686561,0.2890944666153846,1.866741324939624,0.0173846153846153,0.0,0.0,13.9,0,12.0,0.0
C10063,Revolvers,2,1555.793701,66.2,1600.0,338.083661,0.972371063125,0.2171666424284947,0.041375,0.0,0.0,13.64,0,12.0,0.0
C10064,Revolvers,2,809.582978,0.0,4150.0,4372.148648,0.1950802356626506,5.39383229930101,0.0,0.0,0.9997382659704808,21.6,0,11.0,0.090909
C10065,Dormant/Low Engagement,1,7.152356,840.0,1600.0,0.0,0.0044702225,0.0,0.525,0.0,0.0,11.6,0,12.0,0.0
C10067,Transactors,3,1923.886805,1887.64,1850.0,3688.045998,1.0,1.9159807155517383,1.0,0.9994705184683158,0.4595530978051498,49.87,0,12.0,0.083333
C10068,Revolvers,2,1758.059987,412.33,1800.0,777.451648,0.976699992777778,0.441969946304054,0.2290722222222222,0.2107758933539786,0.0,15.27,0,12.0,0.0
C10069,Revolvers,2,809.847455,0.0,1500.0,146.074769,0.5398983033333333,0.1801507399440503,0.0,0.0,0.9989004024184074,8.38,0,8.0,0.0
C10070,Revolvers,2,1576.305029,0.0,2500.0,540.022225,0.6305220116,0.3423701916061031,0.0,0.0,0.9973952129802414,6.24,0,12.0,0.0
C10071,Revolvers,2,3990.523579,263.5,6000.0,6876.836205,0.6650872631666667,1.7228599728635097,0.0439166666666666,0.2756143667296786,0.0,28.31,0,12.0,0.083333
C10072,Transactors,3,1699.435486,1363.69,1700.0,1623.816348,0.9996679329411764,0.95494146138985,0.8021705882352942,0.0,0.0,25.48,0,12.0,0.0
C10073,Revolvers,2,5487.683724,419.1,6250.0,1288.214909,0.8780293958400001,0.234703796716708,0.067056,0.9976196143775292,0.5981824517302969,28.55,0,12.0,0.0
C10074,Cash Advance Users,0,2990.422186,4523.27,7000.0,28232.69446,0.4272031694285714,9.43788362342513,0.6461814285714287,0.6319649357796947,0.857820158825794,83.26,1,12.0,0.454545
C10075,Revolvers,2,656.01301,0.0,7000.0,910.457985,0.0937161442857142,1.3857533582173662,0.0,0.0,0.9993221946879705,13.22,0,8.0,0.25
C10077,Revolvers,2,1808.972419,713.9,2250.0,889.017418,0.8039877417777778,0.4911773288187327,0.3172888888888889,0.2948943908238914,0.0,11.77,0,10.0,0.0
C10078,Dormant/Low Engagement,1,532.334517,791.94,6000.0,1305.177304,0.0887224195,2.447202013741031,0.13199,0.3471889424168285,0.0,6.46,0,11.0,0.0
C10079,Revolvers,2,5860.433624,561.87,6000.0,1990.044998,0.9767389373333334,0.3395150616142164,0.093645,0.5549594044806083,0.0,25.99,0,12.0,0.0
C10080,Dormant/Low Engagement,1,1727.638449,606.11,11000.0,2959.920544,0.1570580408181818,1.712284338990773,0.055100909090909,0.0,0.0,19.81,0,12.0,0.0
C10081,Dormant/Low Engagement,1,578.809679,320.0,1500.0,1438.910569,0.3858731193333333,2.481694633800689,0.2133333333333333,0.9968847352024922,0.0,6.65,0,12.0,0.0
C10082,Revolvers,2,1205.716678,0.0,1200.0,29.278671,1.0,0.0242630863845572,0.0,0.0,0.974571401609849,13.38,0,12.0,0.0
C10083,Cash Advance Users,0,6593.820644,388.66,7000.0,1624.583114,0.9419743777142856,0.2463422739901279,0.0555228571428571,0.0,0.9222482996619412,30.74,0,12.0,0.0
C10084,Dormant/Low Engagement,1,17.357563,244.85,5000.0,357.802082,0.0034715125999999,19.49071791282972,0.04897,0.8323774659345129,0.0,4.72,0,12.0,0.181818
C10085,Revolvers,2,81.584711,0.0,9500.0,116.569033,0.0085878643157894,1.4115086386873716,0.0,0.0,0.999665137461745,26.93,0,12.0,0.0
C10086,Dormant/Low Engagement,1,3.78631,133.05,12000.0,210.053432,0.0003155258333333,43.88629904874527,0.0110875,0.7821708317791868,0.0,22.33,0,12.0,0.444444
C10087,Dormant/Low Engagement,1,42.46443,396.0,1200.0,725.606194,0.035387025,16.694253070844365,0.33,0.9974811083123426,0.0,3.63,0,12.0,1.0
C10088,Transactors,3,1935.362486,4915.6,9000.0,4921.066897,0.2150402762222222,2.541397559898813,0.5461777777777779,0.0814099174226091,0.0563953373906125,34.51,0,12.0,0.0
C10089,Dormant/Low Engagement,1,134.917202,1247.8,16500.0,1275.229436,0.0081768001212121,9.382399116779936,0.0756242424242424,0.0,0.0,25.26,0,12.0,1.0
C10090,Cash Advance Users,0,7069.950386,1603.78,11000.0,4589.873897,0.6427227623636365,0.6491169710492719,0.1457981818181818,0.0988546716683906,0.7780627951559764,45.17,0,12.0,0.0
C10092,Cash Advance Users,0,8181.251131,2258.01,13500.0,3021.575846,0.6060186022962963,0.3692841734656849,0.16726,0.4157706251853688,0.6992093034785996,49.75,0,12.0,0.0
C10093,Revolvers,2,4037.305658,45.0,4500.0,1073.844885,0.8971790351111112,0.2659147117486469,0.01,0.0,0.6938192707275567,15.97,0,12.0,0.0
C10094,Cash Advance Users,0,6110.265264,0.0,6500.0,1502.205631,0.9400408098461538,0.2458092663476962,0.0,0.0,0.9996321167813844,19.49,0,12.0,0.0
C10095,Cash Advance Users,0,9381.255094,5100.07,9000.0,6409.496345,1.0,0.6831509355462851,0.5666744444444444,0.7747864663688206,0.0677540680167353,60.38,1,12.0,0.0
C10096,Revolvers,2,1977.00709,1032.04,4000.0,3056.424974,0.4942517725,1.5452042560676564,0.25801,0.77938898784171,0.8075902691149269,31.21,0,11.0,0.090909
C10097,Revolvers,2,1321.47608,45.65,1800.0,440.840439,0.7341533777777778,0.3333447354299217,0.0253611111111111,0.0,0.9139787617416638,9.76,0,12.0,0.0
C10098,Dormant/Low Engagement,1,1307.717841,405.6,2400.0,0.0,0.54488243375,0.0,0.169,0.0,0.0,10.74,0,12.0,0.0
C10099,Revolvers,2,2329.485768,213.34,2400.0,0.0,0.97061907,0.0,0.0888916666666666,0.0,0.0,16.53,0,12.0,0.0
C10100,Revolvers,2,1139.782882,0.0,1200.0,151.823651,0.9498190683333332,0.1330872450801729,0.0,0.0,0.9917771889221764,11.48,0,12.0,0.0
C10101,Dormant/Low Engagement,1,1619.955708,739.44,6000.0,417.128532,0.269992618,0.2573349351504921,0.12324,0.0,0.0,8.34,0,12.0,0.0
C10102,Revolvers,2,3505.671311,0.0,4000.0,0.0,0.87641782775,0.0,0.0,0.0,0.9994169042847304,12.8,0,12.0,0.0
C10103,Dormant/Low Engagement,1,4.708041,79.0,7000.0,217.820198,0.0006725772857142,38.16023711112096,0.0112857142857142,0.9875,0.0,11.29,0,12.0,1.0
C10104,Revolvers,2,0.0,0.0,3000.0,138.021428,0.0,138.021428,0.0,0.0,0.9889927246753304,30.11,0,7.0,0.0
C10105,Dormant/Low Engagement,1,4.875885,20.0,1500.0,26.487919,0.00325059,4.507902894627788,0.0133333333333333,0.0,0.0,6.79,0,9.0,0.0
C10106,Dormant/Low Engagement,1,23.394411,1346.28,2000.0,712.149153,0.0116972055,29.19312759795676,0.67314,0.9992577637907488,0.0,16.18,0,12.0,0.0
C10107,Transactors,3,3539.801912,2823.8,5700.0,9172.788366,0.6210178792982456,2.5905963095288795,0.4954035087719298,0.4543295100538091,0.0,37.58,0,12.0,0.083333
C10108,Dormant/Low Engagement,1,0.62424,389.96,4500.0,0.0,0.00013872,0.0,0.0866577777777777,0.9974421935747902,0.0,5.19,0,12.0,0.0
C10109,Revolvers,2,862.07238,0.0,4000.0,2236.890255,0.215518095,2.591775970168342,0.0,0.0,0.9989145887793954,9.65,0,12.0,0.083333
C10110,Revolvers,2,2441.542991,808.0,4000.0,532.741699,0.61038574775,0.2181094461645036,0.202,0.0,0.5426425766950084,14.17,0,12.0,0.0
C10111,Dormant/Low Engagement,1,408.656365,941.64,2500.0,1097.78942,0.163462546,2.679781186849129,0.376656,0.9989391496223372,0.0,6.44,0,12.0,0.083333
C10112,Cash Advance Users,0,4986.400804,0.0,8000.0,1241.538024,0.6233001005,0.248934880670561,0.0,0.0,0.9998161922686938,20.43,0,12.0,0.0
C10113,Revolvers,2,1246.624558,423.7,2000.0,577.050373,0.623312279,0.4625192485189924,0.2118499999999999,0.5793736755356722,0.4926526365772114,14.1,0,12.0,0.0
C10114,Cash Advance Users,0,6644.201651,4478.75,9000.0,10857.94321,0.7382446278888889,1.633952403591251,0.4976388888888889,0.392245102963335,0.6166327614689799,65.16,1,12.0,0.083333
C10115,Dormant/Low Engagement,1,156.216753,1354.86,5500.0,858.976682,0.028403046,5.463645989432182,0.2463381818181818,0.5673373357131268,0.0,3.83,0,12.0,0.0
C10116,Revolvers,2,3393.351236,0.0,4200.0,0.0,0.8079407704761905,0.0,0.0,0.0,0.9990092620838164,12.26,0,12.0,0.0
C10117,Cash Advance Users,0,5322.994094,2812.2,8500.0,1509.423237,0.6262345992941176,0.2835133192016648,0.3308470588235294,0.6949665860941276,0.4715559277997684,36.47,0,12.0,0.0
C10118,Cash Advance Users,0,6458.56209,0.0,7000.0,1277.76778,0.9226517271428571,0.197810279117543,0.0,0.0,0.9997024897555962,19.82,0,12.0,0.0
C10119,Dormant/Low Engagement,1,175.341651,1508.9,5000.0,1884.227778,0.0350683302,10.685097748120777,0.30178,0.1699052917411749,0.0,8.13,0,12.0,1.0
C10120,Dormant/Low Engagement,1,680.195157,1045.57,3000.0,552.432305,0.226731719,0.8109750918267319,0.3485233333333333,0.3608167633316453,0.0,6.51,0,12.0,0.0
C10121,Dormant/Low Engagement,1,223.763616,2309.78,6500.0,1206.81188,0.0344251716923076,5.369249264970002,0.3553507692307692,0.9995672456919308,0.0,9.78,0,12.0,0.333333
C10122,Revolvers,2,1785.626943,0.0,1800.0,687.691735,0.9920149683333334,0.3849106483557603,0.0,0.0,0.9982675174232568,10.29,0,12.0,0.0
C10123,Dormant/Low Engagement,1,54.933231,495.0,7000.0,1969.845566,0.0078476044285714,35.21780399204902,0.0707142857142857,0.997983870967742,0.0,11.55,0,12.0,1.0
C10124,Revolvers,2,2662.629852,0.0,3000.0,932.418855,0.887543284,0.3500557159996869,0.0,0.0,0.9980393071891168,7.13,0,12.0,0.0
C10125,Cash Advance Users,0,8504.876253,6724.26,17000.0,1888.756861,0.5002868384117647,0.2220531788637109,0.3955447058823529,0.390197553700526,0.2005026024817436,59.57,1,12.0,0.0
C10126,Dormant/Low Engagement,1,1464.324632,1174.39,9000.0,0.0,0.1627027368888889,0.0,0.1304877777777777,0.0,0.0,15.23,0,12.0,0.0
C10127,Transactors,3,2114.158683,5580.85,8500.0,3564.977774,0.2487245509411765,1.6854422330828025,0.6565705882352941,0.9998208479267626,0.0,32.98,0,12.0,0.0
C10128,Revolvers,2,2876.396444,0.0,3200.0,1065.426905,0.89887388875,0.3702746304638166,0.0,0.0,0.9989998486470958,6.87,0,12.0,0.0
C10130,Cash Advance Users,0,14224.11541,0.0,19000.0,3066.614272,0.7486376531578948,0.2155774616664428,0.0,0.0,0.9997833353419556,53.13,0,12.0,0.0
C10131,Transactors,3,2392.917738,12462.44,2800.0,11628.71557,0.8546134778571429,4.857608674438086,1.0,0.0,0.0,68.0,1,12.0,0.0
C10132,Revolvers,2,57.453201,0.0,1200.0,385.853874,0.0478776675,6.601073463880961,0.0,0.0,0.9963465421932618,11.12,0,8.0,0.166667
C10133,Transactors,3,4245.855092,1957.3,5000.0,1004.35474,0.8491710184,0.236493762617884,0.39146,0.449369350967676,0.0,21.94,0,12.0,0.0
C10134,Cash Advance Users,0,11167.23403,150.64,17000.0,2606.059389,0.6568961194117647,0.2333457001348314,0.0088611764705882,0.0,0.982188904796618,55.65,0,12.0,0.0
C10135,Revolvers,2,69.405545,0.0,13000.0,0.0,0.005338888076923,0.0,0.0,0.0,0.9996429483101404,32.85,0,12.0,0.0
C10136,Dormant/Low Engagement,1,116.654149,907.0,5000.0,0.0,0.0233308298,0.0,0.1814,0.0,0.2315231460154611,15.7,0,12.0,0.0
C10137,Revolvers,2,4637.848144,1271.12,5000.0,1906.032044,0.9275696288,0.4108847681218685,0.254224,0.722872056095337,0.0,24.97,0,12.0,0.0
C10138,Dormant/Low Engagement,1,24.28497,250.6,3000.0,319.762903,0.00809499,12.64636276016938,0.0835333333333333,0.9960254372019078,0.0,0.95,0,12.0,0.0
C10139,Cash Advance Users,0,9354.06045,796.33,13000.0,10664.65866,0.7195431115384616,1.139988214613835,0.0612561538461538,0.0,0.945184869296142,68.61,1,12.0,0.083333
C10140,Dormant/Low Engagement,1,231.108995,440.0,4000.0,554.116542,0.0577772487499999,2.3873117972011384,0.11,0.9977324263038548,0.0,2.43,0,12.0,0.0
C10141,Transactors,3,1562.633343,1330.62,2000.0,1020.783647,0.7813166715,0.6528280121230441,0.66531,0.1208978537420585,0.0,15.61,0,12.0,0.0
C10142,Transactors,3,2494.868559,5491.79,17000.0,1015.311953,0.1467569740588235,0.4067970443951572,0.3230464705882352,0.7466679046531908,0.0,40.78,0,12.0,0.0
C10143,Transactors,3,706.132889,897.86,1200.0,972.358048,0.5884440741666667,1.375071168553723,0.7482166666666666,0.203969472442872,0.3947596332856119,24.47,0,12.0,0.0
C10144,Cash Advance Users,0,19043.13856,22009.92,18000.0,23018.57583,1.0,1.208696090793408,1.0,0.5706644701811647,0.0,92.94,1,12.0,0.0
C10145,Revolvers,2,2235.103331,720.6,2500.0,1061.292471,0.8940413323999999,0.4746169178708674,0.28824,0.0,0.5005912913292093,14.73,0,12.0,0.0
C10146,Revolvers,2,947.13081,197.06,1000.0,492.200419,0.94713081,0.5191271223429602,0.19706,0.2443703928102595,0.0,16.08,0,12.0,0.0
C10147,Revolvers,2,764.042156,0.0,7500.0,1566.806897,0.1018722874666666,2.048000733962169,0.0,0.0,0.9992355339220218,14.55,0,12.0,0.0
C10148,Cash Advance Users,0,5347.814547,0.0,7000.0,0.0,0.7639735067142857,0.0,0.0,0.0,0.9997502094109412,21.55,0,12.0,0.0
C10149,Cash Advance Users,0,10598.46777,2084.48,21500.0,3219.621433,0.4929519893023255,0.3037531225966453,0.0969525581395348,0.3759326390087654,0.0,53.77,0,12.0,0.0
C10150,Transactors,3,2163.678757,5779.36,6500.0,4416.41268,0.3328736549230769,2.040216205623345,0.8891323076923077,0.4053086658962417,0.0,34.48,0,12.0,0.0
C10151,Dormant/Low Engagement,1,3057.400553,1025.0,7500.0,698.854095,0.4076534070666666,0.2285031286416982,0.1366666666666666,0.0,0.0,12.52,0,12.0,0.0
C10152,Dormant/Low Engagement,1,19.354559,689.7,10000.0,746.691026,0.0019354558999999,36.68421536423364,0.06897,0.998552193426958,0.0,15.07,0,12.0,0.0
C10153,Revolvers,2,264.811595,28.65,9000.0,1235.630069,0.0294235105555555,4.648518319902486,0.0031833333333333,0.0,0.9283663779755194,20.16,0,12.0,0.083333
C10154,Transactors,3,1108.22253,944.96,1500.0,1955.198953,0.73881502,1.7626751171381274,0.6299733333333334,0.8245591779779271,0.0,18.5,0,12.0,0.0
C10155,Dormant/Low Engagement,1,906.573724,1039.2,13500.0,1855.235407,0.0671536091851851,2.04417047115833,0.0769777777777777,0.9221303595462412,0.0901792201830233,26.33,0,12.0,0.083333
C10156,Transactors,3,7679.62904,4059.93,7000.0,3685.61062,1.0,0.4798579127836644,0.57999,0.9997537509880742,0.1203252382745763,54.08,0,12.0,0.0
C10157,Transactors,3,1523.911458,4075.37,6500.0,2254.26002,0.2344479166153846,1.4782891217543728,0.62698,0.1847452512897504,0.0,21.52,0,12.0,0.0
C10158,Dormant/Low Engagement,1,49.206256,870.24,8000.0,835.839952,0.006150782,16.64812353265298,0.10878,0.9988522106423028,0.0,8.32,0,12.0,1.0
C10159,Cash Advance Users,0,13673.07961,9792.23,20000.0,11717.30794,0.6836539805,0.8568992044942467,0.4896115,0.5955563179870176,0.1997475493168684,81.91,1,12.0,0.0
C10160,Transactors,3,106.455975,2463.12,4000.0,2573.722764,0.02661399375,23.951416047362656,0.61578,0.6791836436537182,0.0,19.29,0,12.0,0.636364
C10161,Dormant/Low Engagement,1,119.760904,1859.34,20000.0,3104.275623,0.0059880452,25.70596542569771,0.092967,0.999462463850694,0.0,33.25,0,12.0,0.25
C10162,Cash Advance Users,0,5837.105453,3488.49,7900.0,0.0,0.7388741079746836,0.0,0.4415810126582278,0.0648346893098991,0.4862838574614772,46.44,0,12.0,0.0
C10163,Revolvers,2,1734.510004,0.0,1800.0,363.474455,0.9636166688888887,0.2094337999563614,0.0,0.0,0.9851358253350077,9.56,0,12.0,0.0
C10164,Transactors,3,2765.748281,7283.31,11000.0,14373.3929,0.2514316619090909,5.195049003447813,0.6621190909090909,0.3014698715458293,0.0,54.55,0,12.0,0.25
C10165,Revolvers,2,1046.37041,295.0,1200.0,439.407082,0.8719753416666667,0.4195336032072932,0.2458333333333333,0.0,0.2402070303391929,14.55,0,12.0,0.0
C10166,Revolvers,2,2737.367678,0.0,3000.0,778.827993,0.9124558926666668,0.2844132288213489,0.0,0.0,0.9976781506481056,7.42,0,12.0,0.0
