CUST_ID,PC1,PC2,SEGMENT_NAME,FRAUD_RISK_SCORE
C10090,4.016900407722492,0.3523372601298809,Cash Advance Users,45.17
C10092,4.122198376613066,0.6896636068818135,Cash Advance Users,49.75
C10093,1.1803376801136705,-1.248544692705933,Revolvers,15.97
C10094,2.8136274563802623,-1.396172993250665,Cash Advance Users,19.49
C10095,3.0135891628485414,2.8045657689317967,Cash Advance Users,60.38
C10096,1.3715423374037292,-0.2874479990450863,Revolvers,31.21
C10097,0.3205964297065169,-1.6797966182013588,Revolvers,9.76
C10098,-0.802594271963436,-0.4528438458066772,Dormant/Low Engagement,10.74
C10099,-0.1410036645164966,-0.8580528006712443,Revolvers,16.53
C10100,0.3743444753563916,-2.000804772887276,Revolvers,11.48
C10101,-0.5569679440828527,0.0542439657093757,Dormant/Low Engagement,8.34
C10102,1.4889405642477405,-1.78068595961678,Revolvers,12.8
C10103,-1.2562929874946749,-0.0266647065174321,Dormant/Low Engagement,11.29
C10104,-0.6246670713196903,-1.3252635773174395,Revolvers,30.11
C10105,-1.6337155764787752,-0.5975163688702513,Dormant/Low Engagement,6.79
C10106,-1.893306455770492,1.098921765563435,Dormant/Low Engagement,16.18
C10107,1.0946255684997122,2.344092798877489,Transactors,37.58
C10108,-1.5287743450148457,-0.0419126739824734,Dormant/Low Engagement,5.19
C10109,0.3326886061121448,-1.11601650112219,Revolvers,9.65
C10110,0.43220980822358,-0.6051853842749078,Revolvers,14.17
C10111,-1.446529931640074,0.508502665779747,Dormant/Low Engagement,6.44
C10112,2.974004009325843,-1.251083908258391,Cash Advance Users,20.43
C10113,-0.3014373462267372,-0.7437074141045106,Revolvers,14.1
C10114,4.707349036164161,2.5108703396625707,Cash Advance Users,65.16
C10115,-1.2370843574203212,0.6214018227195249,Dormant/Low Engagement,3.83
C10116,1.2587255723167377,-1.7060533459485197,Revolvers,12.26
C10117,1.9021246896847488,0.7666243730003702,Cash Advance Users,36.47
C10118,3.047085049299481,-1.3943036988406607,Cash Advance Users,19.82
C10119,-1.1119775165200634,0.8158090042129583,Dormant/Low Engagement,8.13
C10120,-1.2289230848932189,0.3489816950613133,Dormant/Low Engagement,6.51
C10121,-1.1497727971958522,1.2316209828201654,Dormant/Low Engagement,9.78
C10122,0.7962495537693665,-1.910926453093452,Revolvers,10.29
C10123,-1.039182562248097,0.4304146268175568,Dormant/Low Engagement,11.55
C10124,1.0392009144996035,-1.7069519175902843,Revolvers,7.13
C10125,3.1800615057660075,2.9910220682374,Cash Advance Users,59.57
C10126,-0.4477569606020108,0.408767783035504,Dormant/Low Engagement,15.23
C10127,-0.0112369002936884,3.018886200520704,Transactors,32.98
C10128,1.246745717859043,-1.6917894960234807,Revolvers,6.87
C10130,6.375181979083699,-0.0246149116679619,Cash Advance Users,53.13
C10131,1.3666536729090877,5.722145917548981,Transactors,68.0
C10132,-0.6379469504398,-1.4864632730670122,Revolvers,11.12
C10133,0.4510803680394646,0.6108828369668483,Transactors,21.94
C10134,6.142547774194189,-0.2993306202489332,Cash Advance Users,55.65
C10135,0.9336016895971794,-0.7137922662262243,Revolvers,32.85
C10136,-1.0441496551571012,-0.0368889120089505,Dormant/Low Engagement,15.7
C10137,0.7141467172020259,0.3192367581141083,Revolvers,24.97
C10138,-1.622367141566304,-0.1545853882420185,Dormant/Low Engagement,0.95
C10139,7.53165550188592,0.5903368481088557,Cash Advance Users,68.61
C10140,-1.409905463964374,0.0235365099716098,Dormant/Low Engagement,2.43
C10141,-0.6514503696385532,0.6179803287994341,Transactors,15.61
C10142,0.6586485735350147,2.7591957266727025,Transactors,40.78
C10143,-0.7138258045382642,0.3132129170847252,Transactors,24.47
C10144,8.695299553046944,11.387627805738065,Cash Advance Users,92.94
C10145,0.4274579981961217,-0.6453088886979106,Revolvers,14.73
C10146,-0.6578448550411212,-0.7064185203339822,Revolvers,16.08
C10147,0.5348766161361954,-0.897915063489748,Revolvers,14.55
C10148,2.627115286655945,-1.5284042773450182,Cash Advance Users,21.55
C10149,3.607705655568398,2.034919887417721,Cash Advance Users,53.77
C10150,-0.0193399082208655,3.3144979578432765,Transactors,34.48
C10151,0.0962699241467776,0.2576230800715702,Dormant/Low Engagement,12.52
C10152,-0.9126556483651848,0.5359641068989835,Dormant/Low Engagement,15.07
C10153,0.1763041942347311,-0.6966961983530818,Revolvers,20.16
C10154,-0.8425578107306758,0.6429261354817504,Transactors,18.5
C10155,-0.0555352523380069,0.9501373380073952,Dormant/Low Engagement,26.33
C10156,2.0888505955876493,1.947266998509412,Transactors,54.08
C10157,-0.4481787528555086,2.130190825739231,Transactors,21.52
C10158,-1.0812298702947167,0.5076745377050033,Dormant/Low Engagement,8.32
C10159,6.291156862617362,5.597083347750542,Cash Advance Users,81.91
C10160,-1.324789666602193,1.678728600645896,Transactors,19.29
C10161,0.3578648550850826,1.978265850486357,Dormant/Low Engagement,33.25
C10162,2.1617638399909382,0.7126116754108711,Cash Advance Users,46.44
C10163,0.5936711658875248,-1.9141272690389024,Revolvers,9.56
C10164,1.8408302942361368,5.144661846035749,Transactors,54.55
C10165,-0.4429819389212506,-0.7839701536420771,Revolvers,14.55
C10166,1.0435833310560068,-1.7384686703042096,Revolvers,7.42
C10167,1.615482218299451,-1.036330450545382,Revolvers,13.4
C10168,-1.010266349835244,0.2736236017055075,Transactors,13.38
C10169,-0.6474542324264874,-0.1874464819926038,Dormant/Low Engagement,7.44
C10170,-1.854319435465005,0.3398288111963882,Dormant/Low Engagement,6.79
C10171,2.1457802370017727,-1.3199195539890258,Revolvers,16.7
C10172,-0.550588836489763,0.4067829809569305,Dormant/Low Engagement,15.44
C10173,0.926724600816289,2.7749433786443927,Transactors,48.33
C10174,-0.9042391683581974,0.8518064977860378,Transactors,29.79
C10175,-1.210054567552505,1.1588130191050765,Dormant/Low Engagement,9.23
C10176,1.1066142556970555,-1.0062574724572884,Revolvers,17.45
C10177,1.265042200990595,5.78381074063758,Transactors,63.14
C10178,-0.7316381044197373,0.4751953181705471,Dormant/Low Engagement,18.85
C10179,1.605435053647364,-1.6679282241047753,Revolvers,11.33
C10180,4.373729848960736,2.7303179459389315,Cash Advance Users,63.36
C10181,0.5525008731537275,-1.8749326123049832,Revolvers,6.79
C10182,0.2306748666034343,-0.7550097621853202,Revolvers,19.58
C10183,1.7097743097910558,-1.5906885130287585,Revolvers,14.43
C10184,0.5011725830533168,2.475816802830076,Dormant/Low Engagement,33.69
C10185,-1.3339978241598238,0.036987279301202,Dormant/Low Engagement,5.61
C10186,-1.2784692178980557,1.9907063776441647,Transactors,25.07
C10187,-1.45701289488749,-0.2438844072381747,Dormant/Low Engagement,8.89
C10188,6.646693192808948,0.5073484547831925,Cash Advance Users,72.43
C10189,-0.6883684371241252,0.2565105907275951,Dormant/Low Engagement,21.06
C10190,-0.8007635726577395,0.3840190948417927,Dormant/Low Engagement,10.44
C10191,-1.7114544398033968,1.955872504661029,Transactors,25.72
C10192,0.6049547261761961,-0.8992413663338054,Revolvers,24.18
C10193,-0.8818459097252003,0.0422801630613707,Transactors,18.11
C10194,-0.7902214849158866,-0.1001714668604397,Dormant/Low Engagement,19.64
C10196,-0.0023425197883846,-1.185151060750345,Revolvers,13.02
C10197,-1.1729361926249002,-0.0917990942567853,Dormant/Low Engagement,5.74
C10198,-1.1505310277393443,-0.2669244377939002,Dormant/Low Engagement,8.48
C10199,-0.0120417508750156,-1.0224493020127308,Revolvers,27.09
C10200,1.4155697526119009,1.2705197138212465,Cash Advance Users,39.69
C10201,0.5424448654311428,-0.2482623850467425,Revolvers,19.55
C10202,1.1584157431875424,1.710869579033608,Transactors,33.14
C10203,-0.827865486361075,1.8145137567616785,Dormant/Low Engagement,19.69
C10204,-0.2413679976924183,1.0700099657617508,Dormant/Low Engagement,22.48
C10205,-0.2804645444819373,0.2556637368610192,Dormant/Low Engagement,11.18
C10206,2.532128030079541,-1.0621887175381697,Cash Advance Users,37.96
C10207,0.4943735667008486,1.2941721151805592,Dormant/Low Engagement,33.69
C10208,-0.3005805300685312,-0.7439035533816248,Revolvers,18.02
C10209,-1.5169554773899332,-0.0966761692594785,Dormant/Low Engagement,1.04
C10211,3.0572796617744644,1.3552271935008486,Cash Advance Users,47.86
C10212,1.7245674077216309,5.5342734901724535,Transactors,58.74
C10213,-1.541314685992331,-0.2769698902072067,Dormant/Low Engagement,8.85
C10214,0.7273480218462296,-0.6059248582178601,Revolvers,22.77
C10215,3.743078263086765,-0.386690650765688,Cash Advance Users,39.29
C10216,3.044715773245223,0.0613553148979384,Cash Advance Users,36.76
C10217,-1.2348352043144109,0.409090147465357,Dormant/Low Engagement,5.91
C10218,3.3107676535664545,-0.6804809140967047,Cash Advance Users,35.87
C10219,0.3462914226571341,0.2522013365904884,Dormant/Low Engagement,13.86
C10220,1.223878838855357,-0.5238516502370593,Revolvers,19.94
C10221,-0.8186807675020455,-0.0275814231675467,Dormant/Low Engagement,7.06
C10222,-1.491022844432774,0.1110628734625043,Dormant/Low Engagement,0.76
C10223,-1.2290406590453204,-0.0503248746047805,Dormant/Low Engagement,10.93
C10224,-0.7851268630674678,0.188666441694789,Transactors,22.33
C10226,-0.7809372875102643,0.265625494452098,Dormant/Low Engagement,16.9
C10227,1.098931515694765,-0.8905476525720256,Revolvers,26.68
C10228,0.5524989363030332,2.681554759690173,Transactors,32.71
C10229,3.6048884159659336,6.124002436271519,Transactors,72.84
C10230,0.0887796324510258,0.6686398070604499,Dormant/Low Engagement,14.53
C10231,-1.5028215480061196,-0.4680949958793651,Dormant/Low Engagement,3.79
C10232,1.408888045745891,1.178295027051607,Cash Advance Users,31.67
C10233,2.604131710766292,5.343545734182281,Transactors,64.29
C10234,-1.3855581534983734,-0.3559844083643757,Dormant/Low Engagement,4.36
C10235,0.5945984644358241,0.4740663152265789,Revolvers,27.06
C10236,0.2489949779814964,1.1667153385279672,Dormant/Low Engagement,15.22
C10237,-0.6366658368917082,-1.2829481901231976,Revolvers,46.57
C10238,2.08958578746278,5.887349253471435,Transactors,61.57
C10239,-0.9970393908356256,0.5203314558196094,Transactors,14.61
C10240,-1.4783430269885849,2.4337705401905643,Transactors,28.29
C10241,0.0523055849139605,-0.1313808396263504,Dormant/Low Engagement,16.02
C10242,-0.1378434521250785,-0.8933358341607907,Revolvers,11.76
C10243,-0.2125607316893037,1.4866722723343933,Transactors,30.36
C10244,0.3804434334602475,0.2265977511262071,Dormant/Low Engagement,20.24
C10245,3.2585174831804635,-0.3981969996515259,Cash Advance Users,42.93
C10246,1.0250046973822489,-0.0583926992282668,Revolvers,25.5
C10247,-0.9502155033962948,-0.3894757096723058,Dormant/Low Engagement,16.58
C10248,-0.3653186341188055,-0.6001832159351598,Revolvers,14.51
C10249,2.526403998470979,-0.8254867860316101,Cash Advance Users,38.23
C10250,-1.0622370586087886,1.7536976054347766,Transactors,18.48
C10251,0.0375482981681157,3.1940361617345383,Transactors,32.23
C10252,-1.0138721504469683,0.0480401807467413,Dormant/Low Engagement,5.79
C10253,0.0892814709668341,2.0771703550445904,Transactors,35.12
C10254,-1.6404885648581018,-0.2754647360923713,Dormant/Low Engagement,2.29
C10255,-0.4486422772511977,1.0169561092847108,Dormant/Low Engagement,18.2
C10256,-1.7887794003006268,-0.3983265909571135,Dormant/Low Engagement,3.61
C10257,7.418542705042473,0.4277584610281333,Cash Advance Users,72.14
C10258,2.234598594032977,1.865503737320936,Cash Advance Users,43.49
C10259,1.5683814936924072,-0.3925785466637382,Revolvers,25.52
C10260,-0.7567340165373471,0.4647742449110282,Transactors,25.33
C10261,-1.7339641641049506,-0.2395032620062241,Dormant/Low Engagement,1.7
C10262,-0.4745346542719477,1.033907138463767,Dormant/Low Engagement,16.36
C10263,2.0069874904727576,-1.368147789662276,Revolvers,15.19
C10265,-1.7717117684287895,-0.1318486209462146,Dormant/Low Engagement,3.09
C10266,-0.8478572453589011,0.0377056600837853,Dormant/Low Engagement,14.9
C10267,0.1487375478245692,0.4028798918478485,Dormant/Low Engagement,26.51
C10269,1.257602255989508,1.1224546336828003,Cash Advance Users,34.33
C10270,1.1416009519378023,-1.7044311639189995,Revolvers,13.46
C10271,0.260423220028665,1.8327946715366847,Transactors,24.58
C10272,-0.1077490296990084,1.4380266935877437,Transactors,24.49
C10273,-0.0268135168942336,3.3292057107570585,Transactors,45.48
C10274,4.348961478852859,3.5434195397267505,Cash Advance Users,70.89
C10275,-0.6039796882932408,0.4940861745910844,Dormant/Low Engagement,13.11
C10276,2.262628392617199,2.290312313620008,Transactors,51.79
C10277,-0.8655256569421659,1.506417561044513,Transactors,16.57
C10278,-0.013054109870202,0.0497560637302451,Dormant/Low Engagement,10.96
C10279,-0.8017568361383778,0.3164631293244952,Dormant/Low Engagement,8.58
C10280,2.0575515829461466,3.943514668866361,Transactors,57.36
C10281,-0.1977408670822094,2.5565616195238405,Transactors,32.92
C10282,1.6164195835637805,-1.0199547034982126,Revolvers,15.15
C10283,-0.3105194448562658,1.063289852100877,Dormant/Low Engagement,20.52
C10284,5.230886774894896,14.26899001665711,Transactors,82.6
C10285,6.927821252431112,1.0430934173265654,Cash Advance Users,75.13
C10286,-1.621849032431553,-0.5068751513877707,Dormant/Low Engagement,15.52
C10287,0.2636098601408446,-1.3581702422513715,Revolvers,12.52
C10288,-1.2504668920706596,-0.1001954701940098,Dormant/Low Engagement,5.95
C10289,0.2209371930012851,1.119742408480002,Dormant/Low Engagement,29.56
C10290,0.1107754459940859,0.6062865866511133,Dormant/Low Engagement,24.78
C10291,2.463930028968976,2.644352579515928,Cash Advance Users,48.25
C10292,-0.6405024299014916,-0.1311615744887009,Revolvers,24.84
C10293,-0.6592755963726531,0.1661214908047621,Dormant/Low Engagement,11.43
C10294,-0.2402806518816522,1.8893427317540097,Transactors,33.79
C10295,-0.0086017750158698,-1.0497162064541945,Revolvers,16.16
C10296,4.113117086541651,-0.7792085327755923,Cash Advance Users,34.27
C10297,0.9136437655481656,-1.6767882426629332,Revolvers,5.6
C10298,1.0916860379320346,-1.0596805616750942,Revolvers,17.36
C10299,-1.0456488420082763,0.333868943663088,Dormant/Low Engagement,6.11
C10300,2.0715466194781813,-1.377932687947206,Revolvers,15.41
C10301,-0.6206532374182169,1.3354279051525808,Dormant/Low Engagement,13.39
C10302,2.500511526246645,-1.042338736502699,Cash Advance Users,27.93
C10303,0.2361723653167797,0.4922238750475277,Transactors,19.77
C10304,1.5324773272267445,-1.644055167294301,Revolvers,14.94
C10305,-1.3243211673085045,0.1225930617246077,Dormant/Low Engagement,2.7
C10306,-0.4932059831568169,3.779156468195227,Transactors,41.44
C10307,1.0592500129803144,-0.8272132446721132,Revolvers,17.18
C10308,2.9131702502467745,-0.7014784015374426,Cash Advance Users,23.36
C10309,-0.0234848779426944,-0.1038313310835556,Revolvers,12.57
C10310,-1.2946541299307983,1.2339876832677028,Transactors,34.88
C10311,1.3780389573616525,-0.9245517700796456,Revolvers,18.32
C10312,0.9863817922147788,2.265930241351524,Transactors,32.07
C10313,2.726254032058857,-0.1407353312244918,Cash Advance Users,24.99
C10314,-1.457523467771764,0.8568314332287157,Dormant/Low Engagement,9.24
C10315,5.2826141181100805,-1.0676078786046317,Cash Advance Users,41.36
C10316,-1.262345487726008,1.3385955197526471,Dormant/Low Engagement,12.17
C10317,-1.151041462977941,0.7711387302964202,Dormant/Low Engagement,5.49
C10318,-1.4409123819978702,0.8438037037008393,Dormant/Low Engagement,6.12
C10319,0.6187661016033108,-1.4398629422323763,Revolvers,8.03
C10320,-1.3031757883324817,-0.2776690496262323,Dormant/Low Engagement,7.03
C10321,-0.3153457403862382,0.6751731840702935,Dormant/Low Engagement,22.1
C10322,0.0480555374943223,1.0126150709112969,Transactors,33.82
C10323,-1.255427981176954,2.6664474764731176,Transactors,30.24
C10324,0.4192008839729353,-1.9406415612927483,Revolvers,10.52
C10325,1.259493761712219,-1.2880650037750587,Revolvers,12.33
C10326,-0.4013804811842832,-1.6362999863319934,Revolvers,12.13
C10327,3.092457378265747,-1.4539629765599156,Cash Advance Users,20.03
C10328,-0.8791792638930515,-0.6767865839809504,Dormant/Low Engagement,8.93
C10329,-1.7706327592303353,-0.174909547616667,Dormant/Low Engagement,1.57
C10330,-1.3263694212587147,0.4994046647932333,Dormant/Low Engagement,44.15
C10331,2.013250747173505,-1.3158225858511892,Revolvers,30.93
C10332,4.2218867461783605,-0.1954749872925595,Cash Advance Users,46.35
C10333,2.9509802621176746,-1.2762169565605737,Cash Advance Users,18.73
C10334,-0.1251136715831093,0.1089009081253141,Dormant/Low Engagement,11.35
C10335,1.1250142407405723,-1.4972080500550244,Revolvers,9.86
C10336,-1.8652890229286485,0.4749210548590514,Dormant/Low Engagement,5.21
C10337,3.6176691446981217,4.395755514836478,Cash Advance Users,66.92
C10338,0.7836070762716332,-0.6813811456031669,Revolvers,20.33
C10339,0.6686048573958775,-1.890484105134103,Revolvers,11.07
C10340,-0.5734834624371746,1.7056535860043849,Dormant/Low Engagement,18.09
C10341,0.9215665972436804,-1.7329760616008458,Revolvers,7.17
C10342,-1.0924193738606691,0.4496666871136265,Dormant/Low Engagement,6.15
C10343,-0.4016716673823693,1.8478582922607727,Transactors,19.98
C10344,0.0613875410208464,2.143349450263065,Dormant/Low Engagement,29.57
C10345,1.3845853454250137,-1.694034015995364,Revolvers,15.54
C10346,2.687674700224953,0.3485458502972502,Cash Advance Users,46.61
C10347,-1.648288064935303,-0.3750416414174316,Dormant/Low Engagement,5.06
C10348,-0.3518496043527566,2.644773592871822,Transactors,25.99
C10349,-1.665792970289669,-0.2302412951781922,Dormant/Low Engagement,1.54
C10350,1.079944812404958,1.2705523407989097,Dormant/Low Engagement,39.47
C10351,-0.0581751539767936,-1.180247646639905,Revolvers,12.36
C10352,6.847839737837022,4.20739276900221,Cash Advance Users,77.32
C10353,-0.2578391313265155,-0.8142867602171394,Revolvers,13.95
C10354,-1.5783989057924328,-0.1865642092176203,Dormant/Low Engagement,3.34
C10355,-0.5811787365474971,1.6243603109505351,Dormant/Low Engagement,17.76
C10356,-1.7300679597493298,-0.0354907576353009,Dormant/Low Engagement,3.63
C10357,-0.1611267393605282,0.177342808296173,Dormant/Low Engagement,11.39
C10358,-0.9040069291002036,0.4625889799881973,Dormant/Low Engagement,8.23
C10359,3.1156416208291584,1.3200588919548637,Cash Advance Users,50.09
C10360,-1.4265725091148884,-0.0326421209818745,Dormant/Low Engagement,2.92
C10361,1.6940049809011006,-0.7838194303382402,Revolvers,18.06
C10362,0.5030642027822857,2.252813934100005,Transactors,31.93
C10364,4.28487008620713,0.6050309918891457,Cash Advance Users,53.15
C10365,-1.370833339735903,0.2936844184543349,Dormant/Low Engagement,8.02
C10366,-0.8779310817839179,0.3276379461875293,Dormant/Low Engagement,9.25
C10367,-0.2310254087465613,1.8760022353113468,Transactors,20.75
C10368,0.0833492660530863,1.4188282434651625,Dormant/Low Engagement,28.27
C10369,3.180681439012461,-1.3140969668361386,Cash Advance Users,39.09
C10370,0.0213519043878616,-1.1215484300884786,Revolvers,15.36
C10371,0.456142575672447,-1.8204391493963537,Revolvers,7.56
C10372,-1.336599700806724,0.3529166676415924,Dormant/Low Engagement,7.78
C10373,0.50229608829265,-1.8293015351412831,Revolvers,7.53
C10374,-0.7478965353027643,0.3415626182519405,Dormant/Low Engagement,14.04
C10375,4.508488037868393,4.5139739413766975,Cash Advance Users,76.53
C10376,-0.2753960890674665,-0.8188045030570048,Revolvers,16.27
C10377,-0.861321152322078,1.0826404696034395,Transactors,32.42
C10378,-1.1364901152625773,0.017006997983318,Dormant/Low Engagement,10.11
C10379,1.1243454530678276,0.6198539664919331,Revolvers,34.04
C10380,3.698043745297793,-1.0998858383312382,Cash Advance Users,28.86
C10381,4.24553736998468,0.1104765074912115,Cash Advance Users,38.93
C10382,0.1896472304205783,3.323160232519916,Transactors,38.92
C10383,3.379032539889691,-0.0041089531931158,Cash Advance Users,47.54
C10384,0.045999719421831,-1.4976269456084177,Revolvers,13.69
C10385,-0.6636914382609223,3.0962830489992066,Transactors,30.23
C10386,-0.2981633738341564,0.4542031510000298,Transactors,25.32
C10387,-1.1114703357128854,-0.1534640776792689,Dormant/Low Engagement,9.91
C10388,3.87874664797171,3.763654839991656,Cash Advance Users,60.73
C10389,-1.53417667012284,1.4147330971873118,Transactors,16.43
C10390,-1.38822117403701,-0.3510049002851437,Dormant/Low Engagement,4.46
C10391,0.5484555978720189,-1.94128652684754,Revolvers,9.2
C10392,4.423088114294906,0.0247207983263664,Cash Advance Users,54.5
C10393,-0.1551987116216291,-1.4336553039876268,Revolvers,7.62
C10395,0.3682471233615735,-1.1701731455097613,Revolvers,15.8
C10396,-1.2190275595049662,-0.2684572618224309,Dormant/Low Engagement,10.64
C10397,-0.7264209389509889,3.5183662911251186,Transactors,36.94
C10398,0.8891337097952772,-1.25400869533878,Revolvers,20.15
C10399,-0.440679437047039,-0.9512237165255668,Revolvers,11.81
C10400,3.8390970978224206,-1.3271172732371936,Cash Advance Users,29.18
C10402,-1.6596030402389064,0.2946679337339801,Dormant/Low Engagement,2.11
C10403,-1.2974480451483337,-0.1745998964065149,Dormant/Low Engagement,5.06
C10404,-1.0703542556740926,-0.4280423909519479,Dormant/Low Engagement,4.68
C10405,-0.2242111010394594,0.5589963835799968,Dormant/Low Engagement,11.46
C10406,-0.1937712256413695,1.8023279643058727,Transactors,27.5
C10407,4.547598031027193,5.394019240779085,Transactors,82.11
C10408,-1.824226618132777,0.5256266741761442,Dormant/Low Engagement,9.56
C10409,1.4399689545258814,-0.9390842618921736,Revolvers,17.65
C10410,0.6511241516442475,0.1561333202280269,Dormant/Low Engagement,22.9
C10411,-0.3536042854209381,0.6865339463382577,Transactors,32.92
C10412,2.470365105783868,-0.615718114753144,Cash Advance Users,23.82
